testCaseId,queryParameters,operationId,path,httpMethod,headerParameters,pathParameters,formParameters,bodyParameter,statusCode,responseBody
10,apikey=b2e7529f&t=Spectre,searchByIdOrTitle,/,GET,,t=Spectre,,,200,"{""Title"": ""Spectre"", ""Year"": ""2015"", ""Rated"": ""PG-13"", ""Released"": ""06 Nov 2015"", ""Runtime"": ""148 min"", ""Genre"": ""Action, Adventure, Thriller"", ""Director"": ""Sam Mendes"", ""Writer"": ""John Logan, Neal Purvis, Robert Wade"", ""Actors"": ""Daniel Craig, Christoph Waltz, L\u00e9a Seydoux"", ""Plot"": ""A cryptic message from James Bond's past sends him on a trail to uncover the existence of a sinister organisation named SPECTRE. With a new threat dawning, Bond learns the terrible truth about the author of all his pain in his mos..."", ""Language"": ""English, German, Italian, Spanish, French, Ukrainian"", ""Country"": ""United Kingdom, United States"", ""Awards"": ""Won 1 Oscar. 8 wins & 37 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BOWQ1MDE1NzgtNTQ4OC00ZjliLTllZDAtN2IyOTVmMTc5YjUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.8/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""63%""}, {""Source"": ""Metacritic"", ""Value"": ""60/100""}], ""Metascore"": ""60"", ""imdbRating"": ""6.8"", ""imdbVotes"": ""462,861"", ""imdbID"": ""tt2379713"", ""Type"": ""movie"", ""DVD"": ""24 Jul 2016"", ""BoxOffice"": ""$200,074,609"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
11,apikey=b2e7529f&t=Jupiter Ascending,searchByIdOrTitle,/,GET,,t=Jupiter Ascending,,,200,"{""Title"": ""Jupiter Ascending"", ""Year"": ""2015"", ""Rated"": ""PG-13"", ""Released"": ""06 Feb 2015"", ""Runtime"": ""127 min"", ""Genre"": ""Action, Adventure, Sci-Fi"", ""Director"": ""Lana Wachowski, Lilly Wachowski"", ""Writer"": ""Lilly Wachowski, Lana Wachowski"", ""Actors"": ""Channing Tatum, Mila Kunis, Eddie Redmayne"", ""Plot"": ""A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry."", ""Language"": ""English, Russian"", ""Country"": ""United States, Australia"", ""Awards"": ""4 wins & 16 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTQyNzk2MjA2NF5BMl5BanBnXkFtZTgwMjEwNzk3MjE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""5.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""28%""}, {""Source"": ""Metacritic"", ""Value"": ""40/100""}], ""Metascore"": ""40"", ""imdbRating"": ""5.3"", ""imdbVotes"": ""193,722"", ""imdbID"": ""tt1617661"", ""Type"": ""movie"", ""DVD"": ""28 Jun 2016"", ""BoxOffice"": ""$47,387,723"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
12,apikey=b2e7529f&t=Ex Machina,searchByIdOrTitle,/,GET,,t=Ex Machina,,,200,"{""Title"": ""Ex Machina"", ""Year"": ""2014"", ""Rated"": ""R"", ""Released"": ""24 Apr 2015"", ""Runtime"": ""108 min"", ""Genre"": ""Drama, Sci-Fi, Thriller"", ""Director"": ""Alex Garland"", ""Writer"": ""Alex Garland"", ""Actors"": ""Alicia Vikander, Domhnall Gleeson, Oscar Isaac"", ""Plot"": ""A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I."", ""Language"": ""English"", ""Country"": ""United Kingdom"", ""Awards"": ""Won 1 Oscar. 73 wins & 161 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTUxNzc0OTIxMV5BMl5BanBnXkFtZTgwNDI3NzU2NDE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""92%""}, {""Source"": ""Metacritic"", ""Value"": ""78/100""}], ""Metascore"": ""78"", ""imdbRating"": ""7.7"", ""imdbVotes"": ""579,977"", ""imdbID"": ""tt0470752"", ""Type"": ""movie"", ""DVD"": ""28 Jun 2016"", ""BoxOffice"": ""$25,442,958"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
13,apikey=b2e7529f&t=Pixels,searchByIdOrTitle,/,GET,,t=Pixels,,,200,"{""Title"": ""Pixels"", ""Year"": ""2015"", ""Rated"": ""PG-13"", ""Released"": ""24 Jul 2015"", ""Runtime"": ""105 min"", ""Genre"": ""Action, Comedy, Fantasy"", ""Director"": ""Chris Columbus"", ""Writer"": ""Tim Herlihy, Timothy Dowling, Patrick Jean"", ""Actors"": ""Adam Sandler, Kevin James, Michelle Monaghan"", ""Plot"": ""When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games."", ""Language"": ""English, Hindi, Japanese"", ""Country"": ""United States, China, Canada"", ""Awards"": ""5 wins & 9 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTIzNDYzMzgtZWMzNS00ODc2LTg2ZmMtOTE2MWZkNzIxMmQ0XkEyXkFqcGdeQXVyNjQ3MDg0MTY@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""5.6/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""18%""}, {""Source"": ""Metacritic"", ""Value"": ""27/100""}], ""Metascore"": ""27"", ""imdbRating"": ""5.6"", ""imdbVotes"": ""157,118"", ""imdbID"": ""tt2120120"", ""Type"": ""movie"", ""DVD"": ""23 May 2016"", ""BoxOffice"": ""$78,747,585"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
14,apikey=b2e7529f&t=Avengers: Age of Ultron,searchByIdOrTitle,/,GET,,t=Avengers: Age of Ultron,,,200,"{""Title"": ""Avengers: Age of Ultron"", ""Year"": ""2015"", ""Rated"": ""PG-13"", ""Released"": ""01 May 2015"", ""Runtime"": ""141 min"", ""Genre"": ""Action, Adventure, Sci-Fi"", ""Director"": ""Joss Whedon"", ""Writer"": ""Joss Whedon, Stan Lee, Jack Kirby"", ""Actors"": ""Robert Downey Jr., Chris Evans, Mark Ruffalo"", ""Plot"": ""When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan."", ""Language"": ""English, Korean"", ""Country"": ""United States"", ""Awards"": ""8 wins & 52 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTM4OGJmNWMtOTM4Ni00NTE3LTg3MDItZmQxYjc4N2JhNmUxXkEyXkFqcGdeQXVyNTgzMDMzMTg@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""76%""}, {""Source"": ""Metacritic"", ""Value"": ""66/100""}], ""Metascore"": ""66"", ""imdbRating"": ""7.3"", ""imdbVotes"": ""913,119"", ""imdbID"": ""tt2395427"", ""Type"": ""movie"", ""DVD"": ""08 Sep 2015"", ""BoxOffice"": ""$459,005,868"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
15,apikey=b2e7529f&t=The Hateful Eight,searchByIdOrTitle,/,GET,,t=The Hateful Eight,,,200,"{""Title"": ""The Hateful Eight"", ""Year"": ""2015"", ""Rated"": ""R"", ""Released"": ""30 Dec 2015"", ""Runtime"": ""168 min"", ""Genre"": ""Crime, Drama, Mystery"", ""Director"": ""Quentin Tarantino"", ""Writer"": ""Quentin Tarantino"", ""Actors"": ""Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh"", ""Plot"": ""In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters."", ""Language"": ""English, Spanish, French, Persian"", ""Country"": ""United States"", ""Awards"": ""Won 1 Oscar. 45 wins & 116 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMjA1MTc1NTg5NV5BMl5BanBnXkFtZTgwOTM2MDEzNzE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.8/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""75%""}, {""Source"": ""Metacritic"", ""Value"": ""68/100""}], ""Metascore"": ""68"", ""imdbRating"": ""7.8"", ""imdbVotes"": ""654,706"", ""imdbID"": ""tt3460252"", ""Type"": ""movie"", ""DVD"": ""02 Mar 2017"", ""BoxOffice"": ""$54,117,416"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
16,apikey=b2e7529f&t=Taken 3,searchByIdOrTitle,/,GET,,t=Taken 3,,,200,"{""Title"": ""Taken 3"", ""Year"": ""2014"", ""Rated"": ""PG-13"", ""Released"": ""09 Jan 2015"", ""Runtime"": ""108 min"", ""Genre"": ""Action, Adventure, Crime"", ""Director"": ""Olivier Megaton"", ""Writer"": ""Luc Besson, Robert Mark Kamen"", ""Actors"": ""Liam Neeson, Forest Whitaker, Maggie Grace"", ""Plot"": ""Accused of a ruthless murder he never committed or witnessed, Bryan Mills goes on the run and brings out his particular set of skills to find the true killer and clear his name."", ""Language"": ""English, Russian"", ""Country"": ""France, Spain, United States"", ""Awards"": ""3 wins & 3 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNjM5MDU3NTY0M15BMl5BanBnXkFtZTgwOTk2ODU2MzE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.0/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""13%""}, {""Source"": ""Metacritic"", ""Value"": ""26/100""}], ""Metascore"": ""26"", ""imdbRating"": ""6.0"", ""imdbVotes"": ""203,159"", ""imdbID"": ""tt2446042"", ""Type"": ""movie"", ""DVD"": ""01 Oct 2016"", ""BoxOffice"": ""$89,256,424"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
17,apikey=b2e7529f&t=Ant-Man,searchByIdOrTitle,/,GET,,t=Ant-Man,,,200,"{""Title"": ""Ant-Man"", ""Year"": ""2015"", ""Rated"": ""PG-13"", ""Released"": ""17 Jul 2015"", ""Runtime"": ""117 min"", ""Genre"": ""Action, Comedy, Sci-Fi"", ""Director"": ""Peyton Reed"", ""Writer"": ""Edgar Wright, Joe Cornish, Adam McKay"", ""Actors"": ""Paul Rudd, Michael Douglas, Corey Stoll"", ""Plot"": ""Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, pull off a plan that will save the world."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Nominated for 1 BAFTA Award4 wins & 34 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMjM2NTQ5Mzc2M15BMl5BanBnXkFtZTgwNTcxMDI2NTE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""83%""}, {""Source"": ""Metacritic"", ""Value"": ""64/100""}], ""Metascore"": ""64"", ""imdbRating"": ""7.2"", ""imdbVotes"": ""717,957"", ""imdbID"": ""tt0478970"", ""Type"": ""movie"", ""DVD"": ""24 Feb 2016"", ""BoxOffice"": ""$180,202,163"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
18,apikey=b2e7529f&t=Cinderella,searchByIdOrTitle,/,GET,,t=Cinderella,,,200,"{""Title"": ""Cinderella"", ""Year"": ""2015"", ""Rated"": ""PG"", ""Released"": ""13 Mar 2015"", ""Runtime"": ""105 min"", ""Genre"": ""Adventure, Drama, Family"", ""Director"": ""Kenneth Branagh"", ""Writer"": ""Chris Weitz, Charles Perrault"", ""Actors"": ""Lily James, Cate Blanchett, Richard Madden"", ""Plot"": ""When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger."", ""Language"": ""English"", ""Country"": ""United Kingdom, United States, Denmark, Canada, Italy"", ""Awards"": ""Nominated for 1 Oscar. 9 wins & 38 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMjMxODYyODEzN15BMl5BanBnXkFtZTgwMDk4OTU0MzE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.9/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""84%""}, {""Source"": ""Metacritic"", ""Value"": ""67/100""}], ""Metascore"": ""67"", ""imdbRating"": ""6.9"", ""imdbVotes"": ""189,292"", ""imdbID"": ""tt1661199"", ""Type"": ""movie"", ""DVD"": ""15 Sep 2015"", ""BoxOffice"": ""$201,151,353"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
19,apikey=b2e7529f&t=The Hunger Games: Mockingjay - Part 2,searchByIdOrTitle,/,GET,,t=The Hunger Games: Mockingjay - Part 2,,,200,"{""Title"": ""The Hunger Games: Mockingjay - Part 2"", ""Year"": ""2015"", ""Rated"": ""PG-13"", ""Released"": ""20 Nov 2015"", ""Runtime"": ""137 min"", ""Genre"": ""Action, Adventure, Sci-Fi"", ""Director"": ""Francis Lawrence"", ""Writer"": ""Peter Craig, Danny Strong, Suzanne Collins"", ""Actors"": ""Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth"", ""Plot"": ""Katniss and a team of rebels from District 13 prepare for the final battle that will decide the fate of Panem."", ""Language"": ""English"", ""Country"": ""United States, Germany, Canada, France"", ""Awards"": ""15 wins & 34 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNjQzNDI2NTU1Ml5BMl5BanBnXkFtZTgwNTAyMDQ5NjE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.5/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""69%""}, {""Source"": ""Metacritic"", ""Value"": ""65/100""}], ""Metascore"": ""65"", ""imdbRating"": ""6.5"", ""imdbVotes"": ""369,157"", ""imdbID"": ""tt1951266"", ""Type"": ""movie"", ""DVD"": ""08 Mar 2016"", ""BoxOffice"": ""$281,723,902"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
20,apikey=b2e7529f&t=Tomorrowland,searchByIdOrTitle,/,GET,,t=Tomorrowland,,,200,"{""Title"": ""Tomorrowland"", ""Year"": ""2015"", ""Rated"": ""PG"", ""Released"": ""22 May 2015"", ""Runtime"": ""130 min"", ""Genre"": ""Action, Adventure, Family"", ""Director"": ""Brad Bird"", ""Writer"": ""Damon Lindelof, Brad Bird, Jeff Jensen"", ""Actors"": ""George Clooney, Britt Robertson, Hugh Laurie"", ""Plot"": ""Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory."", ""Language"": ""English, French, Japanese"", ""Country"": ""United States, Spain, France, Canada, United Kingdom, China, Italy, Germany"", ""Awards"": ""2 wins & 19 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTQ4OTgzNTkwNF5BMl5BanBnXkFtZTgwMzI3MDE3NDE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.4/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""50%""}, {""Source"": ""Metacritic"", ""Value"": ""60/100""}], ""Metascore"": ""60"", ""imdbRating"": ""6.4"", ""imdbVotes"": ""190,264"", ""imdbID"": ""tt1964418"", ""Type"": ""movie"", ""DVD"": ""13 Oct 2015"", ""BoxOffice"": ""$93,436,322"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
21,apikey=b2e7529f&t=Southpaw,searchByIdOrTitle,/,GET,,t=Southpaw,,,200,"{""Title"": ""Southpaw"", ""Year"": ""2015"", ""Rated"": ""R"", ""Released"": ""24 Jul 2015"", ""Runtime"": ""124 min"", ""Genre"": ""Action, Drama, Sport"", ""Director"": ""Antoine Fuqua"", ""Writer"": ""Kurt Sutter"", ""Actors"": ""Jake Gyllenhaal, Rachel McAdams, Oona Laurence"", ""Plot"": ""After a fatal incident sends him on a rampant path of destruction, a champion boxer fights to get custody of his daughter and revive his professional career."", ""Language"": ""English"", ""Country"": ""Hong Kong, United States"", ""Awards"": ""11 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMjI1MTcwODk0MV5BMl5BanBnXkFtZTgwMTgwMDM5NTE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""60%""}, {""Source"": ""Metacritic"", ""Value"": ""57/100""}], ""Metascore"": ""57"", ""imdbRating"": ""7.3"", ""imdbVotes"": ""255,539"", ""imdbID"": ""tt1798684"", ""Type"": ""movie"", ""DVD"": ""10 Aug 2016"", ""BoxOffice"": ""$52,421,953"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
22,apikey=b2e7529f&t=San Andreas,searchByIdOrTitle,/,GET,,t=San Andreas,,,200,"{""Title"": ""San Andreas"", ""Year"": ""2015"", ""Rated"": ""PG-13"", ""Released"": ""29 May 2015"", ""Runtime"": ""114 min"", ""Genre"": ""Action, Adventure, Thriller"", ""Director"": ""Brad Peyton"", ""Writer"": ""Carlton Cuse, Andre Fabrizio, Jeremy Passmore"", ""Actors"": ""Dwayne Johnson, Carla Gugino, Alexandra Daddario"", ""Plot"": ""In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter."", ""Language"": ""English"", ""Country"": ""United States, Australia"", ""Awards"": ""2 wins & 10 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNzZhYmQ2NGMtZmRmYi00NzgzLTllNmUtNDQwZDAxMmE3NzI0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.1/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""49%""}, {""Source"": ""Metacritic"", ""Value"": ""43/100""}], ""Metascore"": ""43"", ""imdbRating"": ""6.1"", ""imdbVotes"": ""255,137"", ""imdbID"": ""tt2126355"", ""Type"": ""movie"", ""DVD"": ""28 Jun 2016"", ""BoxOffice"": ""$155,190,832"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
23,apikey=b2e7529f&t=Fifty Shades of Grey,searchByIdOrTitle,/,GET,,t=Fifty Shades of Grey,,,200,"{""Title"": ""Fifty Shades of Grey"", ""Year"": ""2015"", ""Rated"": ""R"", ""Released"": ""13 Feb 2015"", ""Runtime"": ""125 min"", ""Genre"": ""Drama, Romance, Thriller"", ""Director"": ""Sam Taylor-Johnson"", ""Writer"": ""Kelly Marcel, E.L. James"", ""Actors"": ""Dakota Johnson, Jamie Dornan, Jennifer Ehle"", ""Plot"": ""Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Nominated for 1 Oscar. 9 wins & 30 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMjE1MTM4NDAzOF5BMl5BanBnXkFtZTgwNTMwNjI0MzE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""4.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""25%""}, {""Source"": ""Metacritic"", ""Value"": ""46/100""}], ""Metascore"": ""46"", ""imdbRating"": ""4.2"", ""imdbVotes"": ""333,374"", ""imdbID"": ""tt2322441"", ""Type"": ""movie"", ""DVD"": ""05 Jan 2016"", ""BoxOffice"": ""$166,167,230"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
24,apikey=b2e7529f&t=The Big Short,searchByIdOrTitle,/,GET,,t=The Big Short,,,200,"{""Title"": ""The Big Short"", ""Year"": ""2015"", ""Rated"": ""R"", ""Released"": ""23 Dec 2015"", ""Runtime"": ""130 min"", ""Genre"": ""Biography, Comedy, Drama"", ""Director"": ""Adam McKay"", ""Writer"": ""Charles Randolph, Adam McKay, Michael Lewis"", ""Actors"": ""Christian Bale, Steve Carell, Ryan Gosling"", ""Plot"": ""In 2006-2007 a group of investors bet against the United States mortgage market. In their research, they discover how flawed and corrupt the market is."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Won 1 Oscar. 37 wins & 81 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNDc4MThhN2EtZjMzNC00ZDJmLThiZTgtNThlY2UxZWMzNjdkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.8/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""89%""}, {""Source"": ""Metacritic"", ""Value"": ""81/100""}], ""Metascore"": ""81"", ""imdbRating"": ""7.8"", ""imdbVotes"": ""477,406"", ""imdbID"": ""tt1596363"", ""Type"": ""movie"", ""DVD"": ""07 Jul 2016"", ""BoxOffice"": ""$70,259,870"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
25,apikey=b2e7529f&t=Mission: Impossible - Rogue Nation,searchByIdOrTitle,/,GET,,t=Mission: Impossible - Rogue Nation,,,200,"{""Title"": ""Mission: Impossible - Rogue Nation"", ""Year"": ""2015"", ""Rated"": ""PG-13"", ""Released"": ""31 Jul 2015"", ""Runtime"": ""131 min"", ""Genre"": ""Action, Adventure, Thriller"", ""Director"": ""Christopher McQuarrie"", ""Writer"": ""Bruce Geller, Christopher McQuarrie, Drew Pearce"", ""Actors"": ""Tom Cruise, Rebecca Ferguson, Jeremy Renner"", ""Plot"": ""Ethan and his team take on their most impossible mission yet when they have to eradicate an international rogue organization as highly skilled as they are and committed to destroying the IMF."", ""Language"": ""English, Swedish, German, Russian"", ""Country"": ""United States, China"", ""Awards"": ""6 wins & 26 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BOTFmNDA3ZjMtN2Y0MC00NDYyLWFlY2UtNTQ4OTQxMmY1NmVjXkEyXkFqcGdeQXVyNTg4NDQ4NDY@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.4/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""94%""}, {""Source"": ""Metacritic"", ""Value"": ""75/100""}], ""Metascore"": ""75"", ""imdbRating"": ""7.4"", ""imdbVotes"": ""407,624"", ""imdbID"": ""tt2381249"", ""Type"": ""movie"", ""DVD"": ""01 Jun 2016"", ""BoxOffice"": ""$195,042,377"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
26,apikey=b2e7529f&t=Ted 2,searchByIdOrTitle,/,GET,,t=Ted 2,,,200,"{""Title"": ""Ted 2"", ""Year"": ""2015"", ""Rated"": ""R"", ""Released"": ""26 Jun 2015"", ""Runtime"": ""115 min"", ""Genre"": ""Comedy"", ""Director"": ""Seth MacFarlane"", ""Writer"": ""Seth MacFarlane, Alec Sulkin, Wellesley Wild"", ""Actors"": ""Mark Wahlberg, Seth MacFarlane, Amanda Seyfried"", ""Plot"": ""Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law."", ""Language"": ""English, Ukrainian"", ""Country"": ""United States"", ""Awards"": ""3 wins & 4 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNTFiNzA0NWMtZmUxZS00ZmUxLTgxZmItZDIyMThjN2JhZGE3XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""45%""}, {""Source"": ""Metacritic"", ""Value"": ""48/100""}], ""Metascore"": ""48"", ""imdbRating"": ""6.3"", ""imdbVotes"": ""230,733"", ""imdbID"": ""tt2637276"", ""Type"": ""movie"", ""DVD"": ""01 Dec 2015"", ""BoxOffice"": ""$81,476,385"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
27,apikey=b2e7529f&t=Kingsman: The Secret Service,searchByIdOrTitle,/,GET,,t=Kingsman: The Secret Service,,,200,"{""Title"": ""Kingsman: The Secret Service"", ""Year"": ""2014"", ""Rated"": ""R"", ""Released"": ""13 Feb 2015"", ""Runtime"": ""129 min"", ""Genre"": ""Action, Adventure, Comedy"", ""Director"": ""Matthew Vaughn"", ""Writer"": ""Jane Goldman, Matthew Vaughn, Mark Millar"", ""Actors"": ""Colin Firth, Taron Egerton, Samuel L. Jackson"", ""Plot"": ""A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius."", ""Language"": ""English, Arabic, Swedish"", ""Country"": ""United Kingdom, United States"", ""Awards"": ""11 wins & 36 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BYTM3ZTllNzItNTNmOS00NzJiLTg1MWMtMjMxNDc0NmJhODU5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""75%""}, {""Source"": ""Metacritic"", ""Value"": ""60/100""}], ""Metascore"": ""60"", ""imdbRating"": ""7.7"", ""imdbVotes"": ""708,972"", ""imdbID"": ""tt2802144"", ""Type"": ""movie"", ""DVD"": ""01 Dec 2015"", ""BoxOffice"": ""$128,261,724"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
28,apikey=b2e7529f&t=Spotlight,searchByIdOrTitle,/,GET,,t=Spotlight,,,200,"{""Title"": ""Spotlight"", ""Year"": ""2015"", ""Rated"": ""R"", ""Released"": ""20 Nov 2015"", ""Runtime"": ""129 min"", ""Genre"": ""Biography, Crime, Drama"", ""Director"": ""Tom McCarthy"", ""Writer"": ""Josh Singer, Tom McCarthy"", ""Actors"": ""Mark Ruffalo, Michael Keaton, Rachel McAdams"", ""Plot"": ""The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Won 2 Oscars. 124 wins & 144 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""8.1/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""97%""}, {""Source"": ""Metacritic"", ""Value"": ""93/100""}], ""Metascore"": ""93"", ""imdbRating"": ""8.1"", ""imdbVotes"": ""499,420"", ""imdbID"": ""tt1895587"", ""Type"": ""movie"", ""DVD"": ""02 Feb 2016"", ""BoxOffice"": ""$45,055,776"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
